iter	Logloss
309	0.5688718017
310	0.5687836605
311	0.568782839
312	0.5687449418
313	0.568637991
314	0.5686239493
315	0.5683598806
316	0.5680680353
317	0.5680229717
318	0.5678310804
319	0.5675917633
320	0.5673650085
321	0.5673257134
322	0.5668432868
323	0.5666844788
324	0.5666700066
325	0.5664276633
326	0.5662981397
327	0.5658709302
328	0.565818299
329	0.5658170948
330	0.5657938072
331	0.5657713999
332	0.5657340909
333	0.5656900669
334	0.5656466983
335	0.5653287758
336	0.5653180504
337	0.564901506
338	0.564849221
339	0.5643095051
340	0.5640696766
341	0.5640693553
342	0.5640597679
343	0.5639698779
344	0.563921969
345	0.5638874044
346	0.5638776014
347	0.5633512284
348	0.5633500313
349	0.5630940753
350	0.5626949062
351	0.5626457935
352	0.5624860592
353	0.5624207112
354	0.5621644452
355	0.5621492917
356	0.5621372987
357	0.5621366412
358	0.5620642838
359	0.5620524836
360	0.5618016595
361	0.5618014421
362	0.561741493
363	0.5616715056
364	0.5613709342
365	0.5613702298
366	0.561252643
367	0.5612428323
368	0.5612225684
369	0.5611391977
370	0.5611090704
371	0.56086443
372	0.5608285298
373	0.5605419035
374	0.5605131839
375	0.5605003756
376	0.560500357
377	0.5603329373
378	0.5600824039
379	0.5600746565
380	0.560074053
381	0.5600615378
382	0.5598825608
383	0.5598823973
384	0.5598739297
385	0.5597980979
386	0.5597977393
387	0.559797772
388	0.5594333079
389	0.5592417068
390	0.5592100965
391	0.5592049151
392	0.5591477867
393	0.5591403084
394	0.5589086246
395	0.5586979603
396	0.5585325487
397	0.5585271331
398	0.5582760998
399	0.5582760375
400	0.5582756333
401	0.5579740947
402	0.5579540304
403	0.5577728688
404	0.5577402411
405	0.5577395458
406	0.5576916067
407	0.557524377
408	0.5571078295
409	0.5570980358
410	0.5570674188
411	0.5570624597
412	0.5570525169
413	0.556989493
414	0.5569325791
415	0.5569319825
416	0.5569042566
417	0.5567382668
418	0.5567269244
419	0.5565025514
420	0.5564330035
421	0.5563317041
422	0.5560626687
423	0.5558496959
424	0.5558425912
425	0.5558375688
426	0.5558120242
427	0.5558117226
428	0.5556092649
429	0.555609453
430	0.5553407583
431	0.5551268711
432	0.555118087
433	0.5549257509
434	0.5548160249
435	0.554807917
436	0.5545971253
437	0.5543969163
438	0.5543427907
439	0.5542511342
440	0.5542434546
441	0.5542429598
442	0.5542348419
443	0.5541224342
444	0.5541227725
445	0.5539184762
446	0.5537537266
447	0.55374643
448	0.5536601554
449	0.5536445049
450	0.5531947011
451	0.5531875596
452	0.553187264
453	0.5531875048
454	0.553041196
455	0.5529816247
456	0.5529699238
457	0.5528232932
458	0.5527495972
459	0.5524703829
460	0.552299185
461	0.5520638371
462	0.5520570858
463	0.552010042
464	0.5520036814
465	0.5515763886
466	0.5515716595
467	0.5515638274
468	0.5515071987
469	0.5513356231
470	0.5512974973
471	0.5512975944
472	0.5511179319
473	0.5509870136
474	0.5509867201
475	0.550917217
476	0.5509166289
477	0.5509040823
478	0.5508823264
479	0.5508710202
480	0.5508640736
481	0.5508494928
482	0.5508384822
483	0.5507934558
484	0.5507926723
485	0.5507823462
486	0.5505784045
487	0.5505127035
488	0.5504543953
489	0.5504543953
490	0.5504543953
491	0.5502556347
492	0.550216382
493	0.5498483678
494	0.5498481724
495	0.5495847319
496	0.5495330111
497	0.5495334985
498	0.5493532536
499	0.5492129909
500	0.549203933
501	0.5492033463
502	0.5491920457
503	0.5491920455
504	0.5491919963
505	0.5490645954
506	0.549054806
507	0.5490471193
508	0.5490041295
509	0.5488557766
510	0.5488329986
511	0.5488325583
512	0.5486592714
513	0.5486589779
514	0.5486527142
515	0.5484753587
516	0.5484021437
517	0.548402046
518	0.5483923611
519	0.5481437986
520	0.5481441409
521	0.5481439458
522	0.5481012713
523	0.5481015645
524	0.5480991158
525	0.5480119969
526	0.5480066003
527	0.5480065516
528	0.5479885202
529	0.547890206
530	0.5476019939
531	0.5475990214
532	0.5475599195
533	0.5475351379
534	0.5475317266
535	0.5475321177
536	0.5475047077
537	0.5474431381
538	0.5474333098
539	0.5474318432
540	0.5474227063
541	0.5472502229
542	0.5472478482
543	0.5472452317
544	0.5472023758
545	0.5468091727
546	0.5468092711
547	0.5467751523
548	0.5467618954
549	0.5467619443
550	0.5467528022
551	0.5466349435
552	0.5465864178
553	0.5465820905
554	0.5464514427
555	0.5464486909
556	0.5464489844
557	0.5464491803
558	0.5464493757
559	0.5464443652
560	0.5464442196
561	0.5464267426
562	0.546382156
563	0.5463663129
564	0.5463349463
565	0.5463186687
566	0.5463168031
567	0.5463084441
568	0.5463073626
569	0.5462698773
570	0.5462689082
571	0.5462383713
572	0.5462292635
573	0.5461470504
574	0.5461357938
575	0.5461357944
576	0.5461316541
577	0.5461316552
578	0.5460389046
579	0.5460364197
580	0.5459741479
581	0.545928771
582	0.5459287724
583	0.5459286759
584	0.5459285302
585	0.5457763893
586	0.5457764872
587	0.5457195849
588	0.545559738
589	0.5454005859
590	0.5452845768
591	0.5449953356
592	0.5449485203
593	0.5449443051
594	0.5448945086
595	0.5448027407
596	0.5447867892
597	0.5447548465
598	0.5443793797
599	0.5443368969
600	0.5443333713
601	0.5443318707
602	0.5443315803
603	0.5439618834
604	0.5439619325
605	0.5439621834
606	0.5439149633
607	0.5437408624
608	0.5437312991
609	0.5437312509
610	0.5436894518
611	0.5435882394
612	0.5434897403
613	0.5433711457
614	0.5432151508
615	0.543190581
616	0.543187046
617	0.5431875363
618	0.5431001707
619	0.5428829182
620	0.5428331948
621	0.5428015866
622	0.5427990287
623	0.5427861435
624	0.5426843555
625	0.5423259925
626	0.5420223405
627	0.5419831203
628	0.5417085085
629	0.5416265647
630	0.5415282572
631	0.541525588
632	0.5415117973
633	0.5415103203
634	0.541507308
635	0.5412986113
636	0.5412956466
637	0.5412887452
638	0.5412872201
639	0.5412872247
640	0.541286333
641	0.5411787063
642	0.5410478271
643	0.5407030989
644	0.5407030043
645	0.5405947598
646	0.5405150879
647	0.5405091856
648	0.5405035764
649	0.5401639772
650	0.5401165628
651	0.5401094193
652	0.5401071766
653	0.540088089
654	0.5400601525
655	0.5400440004
656	0.5400425358
657	0.5400403009
658	0.5400022003
659	0.5399050838
660	0.5399035172
661	0.5399032251
662	0.5396577446
663	0.5396258474
664	0.5395273464
665	0.5395259277
666	0.5394697659
667	0.5394424671
668	0.5391806721
669	0.5391750427
670	0.5391722691
671	0.5391715897
672	0.5390750549
673	0.5389661016
674	0.5389636698
675	0.5386367842
676	0.5386353222
677	0.5383339027
678	0.5383335464
679	0.5382388079
680	0.5381854673
681	0.538111618
682	0.5380746727
683	0.5380696035
684	0.5379765545
685	0.5377812063
686	0.5377489529
687	0.5375964317
688	0.5374597273
689	0.5374334126
690	0.53743356
691	0.5373313179
692	0.5372274923
693	0.5372002302
694	0.5371747503
695	0.5369905333
696	0.5369910231
697	0.5369886391
698	0.5368161137
699	0.5367786718
700	0.5367764341
701	0.5367729979
702	0.5364351566
703	0.5363122166
704	0.5363116486
705	0.5363103106
706	0.5363091051
707	0.5363092058
708	0.5363038218
709	0.536304019
710	0.5362979729
711	0.536175709
712	0.536175762
713	0.5361744141
714	0.5361675966
715	0.536071422
716	0.5360629669
717	0.5359949497
718	0.5359799936
719	0.5359436754
720	0.5358124229
721	0.5357876112
722	0.5357858776
723	0.5356896933
724	0.5356897909
725	0.5356874807
726	0.5356876766
727	0.5356883133
728	0.5356872011
729	0.5356149303
730	0.5354515089
731	0.5354443857
732	0.5353186541
733	0.5353175035
734	0.5352778173
735	0.5352386585
736	0.5350191113
737	0.5350179626
738	0.5350126204
739	0.5349808542
740	0.5348833775
741	0.5348807255
742	0.534742668
743	0.5347150888
744	0.5346603569
745	0.5346596004
746	0.5346581694
747	0.5345377825
748	0.5344246662
749	0.5343101664
750	0.5342806875
751	0.5342575481
752	0.5341783035
753	0.5341549223
754	0.5339411552
755	0.5339206408
756	0.5337841599
757	0.5337132137
758	0.5337136047
759	0.5335576925
760	0.5335369659
761	0.5333056742
762	0.5333056252
763	0.5332196722
764	0.532904492
765	0.5329034998
766	0.5328671085
767	0.5328151291
768	0.5327281044
769	0.5326971586
770	0.5325889908
771	0.5325061655
772	0.5324792315
773	0.5324793306
774	0.5324788767
775	0.5324022497
776	0.5324020561
777	0.532398579
778	0.5322976772
779	0.5322897003
780	0.5322897491
781	0.5321594797
782	0.5321012897
783	0.5320808306
784	0.532080636
785	0.5320095547
786	0.5320093115
787	0.5318696152
788	0.531792935
789	0.531624737
790	0.5315848213
791	0.5315846289
792	0.5315788509
793	0.531381208
794	0.531254295
795	0.5312356583
796	0.5312160336
797	0.531070731
798	0.5309902687
799	0.530987311
800	0.5309004923
801	0.5307649889
802	0.530547398
803	0.5305471542
804	0.5304437649
805	0.5303010004
806	0.5302792507
807	0.5302581373
808	0.5302523516
809	0.5301263956
810	0.5300686972
811	0.5300144508
812	0.5299050421
813	0.5298715963
814	0.529802257
815	0.5298023544
816	0.5298014633
817	0.5296786362
818	0.5296198488
819	0.5296111631
820	0.5294906258
821	0.5294117165
822	0.5292028332
823	0.5291341158
824	0.5291291655
825	0.52912068
826	0.5289643764
827	0.5288889988
828	0.5288191193
829	0.5288120371
830	0.5288104532
831	0.5288040014
832	0.5287888968
833	0.5287880148
834	0.5287442755
835	0.5285392824
836	0.5284483007
837	0.5283833614
838	0.528285677
839	0.5282547777
840	0.5280709036
841	0.5279714851
842	0.5279716011
843	0.5279708832
844	0.5278881554
845	0.5276810595
846	0.5276084694
847	0.5275129181
848	0.5273814686
849	0.5272034796
850	0.526944767
851	0.5269426737
852	0.5266632679
853	0.5265768494
854	0.5265620699
855	0.5264511488
856	0.5263799486
857	0.526379653
858	0.5263008686
859	0.5260645254
860	0.5259459167
861	0.5258204672
862	0.5257808882
863	0.5257805769
864	0.5255336868
865	0.525533638
866	0.5254561621
867	0.5252137442
868	0.5252101326
869	0.5252097572
870	0.5250696445
871	0.5250667219
872	0.5249452267
873	0.5248917835
874	0.5248076851
875	0.5245798855
876	0.524560388
877	0.5244585979
878	0.5244266479
879	0.5243830761
880	0.5241946495
881	0.5241882372
882	0.5241882351
883	0.5240699503
884	0.5239064663
885	0.5239042583
886	0.5238203672
887	0.5237989277
888	0.5237967207
889	0.5235379133
890	0.5234057461
891	0.5233400845
892	0.5233371279
893	0.5232380915
894	0.523238579
895	0.5232122801
896	0.5232120363
897	0.5231421886
898	0.523132864
899	0.5230035952
900	0.5229543848
901	0.5228273317
902	0.5227274776
903	0.5227245544
904	0.5225446325
905	0.5224831068
906	0.522435663
907	0.5224052477
908	0.5222928474
909	0.5221005989
910	0.5220254927
911	0.5218993687
912	0.521887973
913	0.5217923786
914	0.5216159279
915	0.5215352852
916	0.5214773409
917	0.5213693344
918	0.5212939606
919	0.5212893042
920	0.5212883892
921	0.521196459
922	0.5211058458
923	0.5210651897
924	0.5209500336
925	0.520732218
926	0.5207324133
927	0.5204924335
928	0.520447715
929	0.5204456535
930	0.5203354589
931	0.5203339909
932	0.5201544548
933	0.5200788977
934	0.520077421
935	0.5199625937
936	0.5198448236
937	0.5197084787
938	0.5196968058
939	0.5194882349
940	0.5194294518
941	0.5192640173
942	0.519178384
943	0.5190773302
944	0.5189054884
945	0.5188566734
946	0.5187023483
947	0.5185363619
948	0.518467808
949	0.5183829374
950	0.5183277527
951	0.5182868946
952	0.5181488602
953	0.5180894104
954	0.5180896036
955	0.5180862991
956	0.5179901962
957	0.5178953384
958	0.5178423113
959	0.5178417194
960	0.5178417347
961	0.5177385874
962	0.5175814075
963	0.5174345461
964	0.5173676746
965	0.5173064615
966	0.5172401302
967	0.5171479887
968	0.5171391956
969	0.5169508575
970	0.5167396912
971	0.5166755995
972	0.5164685627
973	0.5163791401
974	0.5162883997
975	0.5161393919
976	0.5160374664
977	0.5159846483
978	0.5158765261
979	0.5156947111
980	0.5154944092
981	0.515417481
982	0.5153380964
983	0.5152448088
984	0.5151806629
985	0.515094338
986	0.5150506876
987	0.5149901348
988	0.5149166319
989	0.5148669346
990	0.5147826805
991	0.5147823301
992	0.5147820997
993	0.5146789263
994	0.5146705057
995	0.5146705051
996	0.5145962919
997	0.5144040234
998	0.5143956711
999	0.5143463564
